trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
35796	7650	1	2	4	3	1	5	0.0	2	2013	7	11	4	18.5	71	1	1	2	11478	2.823888889	0.833611111	0.159722222	0.5	0.1047222219999999	0.259722222	2	0.7402777779999999	0.0	2.21	0.0	0.593996
35804	7653	0	1	3	1	1	1	1.0	2	2013	7	11	4	17.5	34	0	1	2	23575	5.305555556	1.53	0.148055556	0.683333333	0.0	0.083333333	1	1.111111111	5.09	4.19	10.5	0.4575
35808	7655	0	1	3	5	1	4	1.0	2	2013	7	11	4	18.33333333	33	1	1	1	9021	2.114166667	0.7788888890000001	0.163333333	0.45	0.0	0.0	0	0.6838888890000001	2.35	1.74	0.0	0.6328189999999999
35810	7656	0	2	3	4	1	5	0.0	2	2013	7	11	4	16.5	63	1	1	1	1386	0.401666667	0.111388889	0.251944444	0.0	0.096666667	0.0	0	0.109722222	0.0	0.31	0.0	0.129114
35816	7657	2	0	1	1	6	1	1.0	2	2013	7	11	4	8.666666667000001	47	0	1	1	1347	0.333611111	0.096388889	0.034444444	0.0	0.055277778	0.0	0	0.074722222	1.5	0.21	0.0	0.185874
35856	7667	0	0	3	1	6	5	0.0	2	2013	7	12	5	7.25	64	0	1	0	16000	3.7475	1.0875	0.3533333329999999	0.583333333	0.0	0.1166666669999999	1	0.7263888890000001	0.0	2.33	10.5	0.5143399999999999
35857	7667	0	3	3	1	6	5	0.0	2	2013	7	12	5	17.0	64	0	1	0	16000	3.692777778	1.0425	0.189722222	0.483333333	0.258333333	0.066666667	1	1.014444444	0.0	2.59	10.5	0.5794090000000001
35878	7672	0	0	4	4	1	1	1.0	2	2013	7	12	5	10.5	47	0	1	1	20999	4.949722222	1.455277778	0.026388889	1.016666667	0.2666666669999999	0.083333333	1	1.097222222	4.3	3.58	0.0	0.4726579999999999
35890	7673	0	5	3	3	1	1	1.0	2	2013	7	12	5	22.25	47	0	1	1	1480	0.360555556	0.1255555559999999	0.170555556	0.0	0.052777778	0.0	0	0.063888889	1.5	0.22	0.0	0.0695652
35905	7674	1	1	4	3	2	5	0.0	2	2013	7	12	5	10.5	30	1	1	2	1928	0.517777778	0.156944444	0.074166667	0.0	0.095555556	0.0	0	0.106388889	0.0	0.28	0.0	0.133159
35909	7674	1	5	4	2	2	5	0.0	2	2013	7	12	5	15.0	30	1	1	2	1571	0.358055556	0.097777778	0.0258333329999999	0.0	0.110833333	0.0	0	0.0736111109999999	0.0	0.25	0.0	0.0603774
35992	7687	3	1	4	5	2	1	1.0	2	2013	7	13	6	13.5	23	0	0	1	7612	1.809722222	0.6791666670000001	0.173333333	0.2666666669999999	0.0	0.1	1	0.600833333	2.4	1.3	10.5	0.654646
36006	7689	0	1	4	3	1	4	0.0	2	2013	7	13	6	22.0	18	0	1	1	4602	1.089166667	0.2872222219999999	0.318888889	0.0	0.196111111	0.0	0	0.184166667	0.0	0.68	0.0	0.162896
36013	7692	0	2	3	3	6	1	1.0	2	2013	7	13	6	19.25	30	1	1	0	11461	2.767777778	0.896111111	0.074444444	0.483333333	0.0	0.2666666669999999	2	0.794166667	2.4	1.93	0.0	0.6628189999999999
36026	7694	1	6	3	3	1	1	1.0	2	2013	7	13	6	17.0	46	1	1	1	7424	1.81	0.632777778	0.325	0.3	0.0	0.0	0	0.572777778	2.4	1.46	10.5	0.5058199999999999
36049	7697	1	1	1	5	1	1	1.0	2	2013	7	13	6	10.83333333	28	1	1	1	567	0.151388889	0.047222222	0.0777777779999999	0.0	0.022222222	0.0	0	0.046388889	1.5	0.12	0.0	0.203593
36056	7697	1	8	1	5	1	1	1.0	2	2013	7	13	6	21.75	28	1	1	1	508	0.116388889	0.024444444	0.052222222	0.0	0.021111111	0.0	0	0.041111111	1.5	0.1	0.0	0.506757
36079	7702	0	0	3	3	1	5	0.0	2	2013	7	14	7	10.5	63	1	0	1	17143	4.188055556	1.301388889	0.4125	0.35	0.065555556	0.183333333	1	0.614722222	0.0	2.48	0.0	0.118391
36102	7705	0	1	1	3	6	4	0.5	2	2013	7	14	7	21.0	29	0	0	0	1153	0.288055556	0.095277778	0.1925	0.0	0.04	0.0	0	0.073333333	0.75	0.21	0.0	0.0984848999999999
36108	7707	0	1	3	3	1	5	0.0	2	2013	7	14	7	15.66666667	60	1	1	2	17849	4.138055556	1.31	0.285277778	0.5	0.433333333	0.133333333	1	0.776388889	0.0	2.79	0.0	0.509123
36120	7710	0	3	3	3	6	1	1.0	2	2013	7	14	7	18.58333333	35	1	0	0	11639	2.693333333	0.825277778	0.135277778	0.2	0.100833333	0.163611111	1	0.6411111110000001	4.1	1.92	0.0	0.4207109999999999
36132	7711	2	3	3	1	6	1	1.0	2	2013	7	15	1	19.33333333	46	0	1	0	13108	3.400277778	1.026944444	0.1	0.4	0.202777778	0.35	3	0.496944444	4.5	1.94	0.0	0.4046949999999999
36138	7713	0	1	3	3	1	5	0.0	2	2013	7	15	1	17.0	79	0	1	1	2169	0.583333333	0.153055556	0.251944444	0.0	0.172777778	0.0	0	0.163611111	0.0	0.44	0.0	0.2139219999999999
36157	7717	0	2	4	5	1	1	1.0	2	2013	7	15	1	13.5	38	0	1	1	4874	1.1944444440000002	0.326944444	0.160555556	0.0	0.45	0.1166666669999999	1	0.361944444	3.0	0.96	0.0	0.467383
36177	7721	0	3	3	3	6	5	0.0	2	2013	7	15	1	14.5	70	1	0	0	3670	0.762222222	0.232222222	0.049444444	0.0	0.2875	0.0	0	0.231666667	0.0	0.66	0.0	0.310552
36181	7722	1	1	3	1	1	1	1.0	2	2013	7	15	1	17.5	57	1	1	1	4745	1.0686111109999998	0.310833333	0.084444444	0.0	0.436666667	0.0	0	0.313888889	1.5	0.98	0.0	0.415929
36193	7727	0	0	3	1	6	1	1.0	2	2013	7	16	2	7.5	46	0	0	0	12458	3.018055556	1.069166667	0.128055556	0.433333333	0.333333333	0.133333333	1	0.8161111109999999	5.5	2.13	0.0	0.589176
36200	7728	1	1	4	3	2	5	0.0	2	2013	7	16	2	15.5	66	1	1	2	9798	2.291666667	0.7225	0.229722222	0.0	0.689444444	0.1166666669999999	1	0.462222222	0.0	1.38	0.0	0.268029
36229	7733	0	0	3	1	1	1	1.0	2	2013	7	16	2	8.0	53	0	1	1	7140	2.055555556	0.562777778	0.205833333	0.166666667	0.2166666669999999	0.1	1	0.368055556	3.2	1.31	0.0	0.4550939999999999
36234	7733	3	1	4	4	1	1	1.0	2	2013	7	16	2	0.0	20	1	0	1	2445	0.559722222	0.195555556	0.106111111	0.0	0.1	0.0	0	0.1172222219999999	1.5	0.4	0.0	0.120853
36242	7735	1	1	4	5	1	5	0.0	2	2013	7	16	2	11.0	64	1	1	2	8877	2.055277778	0.575555556	0.0352777779999999	0.0	0.7925	0.1222222219999999	1	0.4025	0.0	1.47	0.0	0.5217390000000001
36263	7739	0	1	3	5	6	1	1.0	2	2013	7	16	2	10.5	37	0	0	0	2176	0.539444444	0.178055556	0.088333333	0.0	0.2166666669999999	0.0	0	0.1255555559999999	1.5	0.4	0.0	0.19469
36302	7748	1	0	4	1	1	1	1.0	2	2013	7	17	3	13.0	55	0	1	1	5123	1.385	0.457222222	0.220277778	0.05	0.300277778	0.1	1	0.3313888889999999	3.0	1.07	0.0	0.223806
36310	7750	1	0	1	1	1	1	1.0	2	2013	7	17	3	9.25	48	0	1	2	233	0.127222222	0.035555556	0.093333333	0.0	0.012222222	0.0	0	0.028611111	1.5	0.09	0.0	0.0970873999999999
36312	7750	2	0	4	2	1	2	0.0	2	2013	7	17	3	8.5	16	0	0	2	2260	0.7122222220000001	0.204166667	0.071944444	0.0	0.53	0.0	0	0.161666667	0.0	0.48	0.0	0.324742
36327	7752	1	3	4	3	2	5	0.0	2	2013	7	17	3	22.5	71	0	1	2	2475	0.665555556	0.198333333	0.1172222219999999	0.166666667	0.0	0.066666667	1	0.119444444	0.0	0.37	0.0	0.34186
36334	7755	0	3	4	1	1	1	1.0	2	2013	7	17	3	14.0	58	1	1	2	6600	1.568888889	0.531111111	0.108611111	0.3	0.1625	0.1166666669999999	1	0.415	4.3	1.12	0.0	0.390897
36339	7758	0	1	4	3	1	1	1.0	2	2013	7	17	3	21.75	59	1	1	2	1313	0.391111111	0.124444444	0.275555556	0.0	0.05	0.0	0	0.103888889	1.5	0.31	0.0	0.040107
36356	7763	0	7	4	3	6	1	1.0	2	2013	7	17	3	20.0	34	1	1	2	996	0.2525	0.088055556	0.035555556	0.0	0.08	0.0	0	0.068055556	1.5	0.16	0.0	0.2
36374	7766	0	4	4	5	1	1	1.0	2	2013	7	17	3	14.16666667	33	1	1	2	1305	0.3494444439999999	0.094166667	0.144444444	0.0	0.116388889	0.0	0	0.158888889	1.5	0.36	0.0	0.265734
36396	7769	1	3	1	3	2	1	1.0	2	2013	7	17	3	19.16666667	34	1	1	1	600	0.158611111	0.0536111109999999	0.094444444	0.0	0.048055556	0.0	0	0.0352777779999999	1.5	0.09	0.0	0.173228
36397	7769	2	0	4	3	2	5	0.0	2	2013	7	17	3	8.25	5	0	0	1	557	0.153888889	0.048055556	0.129722222	0.0	0.018055556	0.0	0	0.0711111109999999	0.0	0.11	0.0	0.203125
36399	7769	2	4	1	3	2	5	0.0	2	2013	7	17	3	19.16666667	5	0	0	1	600	0.158611111	0.0536111109999999	0.094444444	0.0	0.048055556	0.0	0	0.0352777779999999	0.0	0.09	0.0	0.173228
36401	7770	0	1	4	3	1	5	0.0	2	2013	7	17	3	11.83333333	70	0	1	1	1535	0.403888889	0.132777778	0.07	0.0	0.115	0.0	0	0.080555556	0.0	0.28	0.0	0.137931
36426	7777	0	0	3	1	6	4	0.0	2	2013	7	18	4	5.166666667	39	1	1	0	2278	0.668055556	0.198055556	0.259166667	0.0	0.081944444	0.0	0	0.161666667	0.0	0.47	0.0	0.0257732
36429	7777	1	1	3	2	6	3	0.0	2	2013	7	18	4	15.33333333	14	1	0	0	889	0.198611111	0.055833333	0.114166667	0.0	0.110277778	0.0	0	0.071666667	0.0	0.15	0.0	0.0
36433	7778	3	1	3	2	1	3	0.0	2	2013	7	18	4	15.25	12	1	0	1	3485	0.861666667	0.265277778	0.381666667	0.0	0.355555556	0.0	0	0.216944444	0.0	0.61	0.0	0.318822
36449	7783	0	0	4	4	2	1	1.0	2	2013	7	18	4	7.5	56	0	1	2	8571	2.123055556	0.6875	0.113333333	0.083333333	0.733888889	0.283333333	2	0.558333333	4.7	1.5	0.0	0.497015
36470	7786	2	2	3	3	6	5	0.0	2	2013	7	18	4	18.0	10	1	0	0	1365	0.395555556	0.108611111	0.216944444	0.0	0.179166667	0.0	0	0.126388889	0.0	0.31	0.0	0.0483515999999999
36481	7787	1	5	1	2	6	2	0.0	2	2013	7	18	4	15.33333333	17	0	0	0	474	0.177777778	0.056944444	0.150277778	0.0	0.0275	0.0	0	0.047777778	0.0	0.14	0.0	0.0348837
36484	7789	0	1	4	3	6	5	0.0	2	2013	7	18	4	15.5	92	1	0	0	8384	2.017222222	0.603888889	0.135833333	0.0	0.7416666670000001	0.0	0	0.442222222	0.0	1.34	0.0	0.188442
36507	7796	1	3	4	4	2	1	1.0	2	2013	7	19	5	22.75	59	1	1	1	4136	0.956388889	0.293888889	0.1625	0.0	0.1863888889999999	0.0	0	0.1863888889999999	1.5	0.56	0.0	0.0909091
36532	7799	0	2	4	1	2	1	1.0	2	2013	7	19	5	17.5	56	0	1	2	1781	0.466388889	0.168611111	0.142777778	0.0	0.177777778	0.0	0	0.1222222219999999	1.5	0.31	0.0	0.193182
36538	7800	2	1	3	1	1	1	1.0	2	2013	7	19	5	18.0	54	1	1	1	3790	1.059166667	0.299722222	0.133888889	0.0	0.5708333329999999	0.0	0	0.371944444	1.5	0.93	0.0	0.351008
36552	7806	0	1	1	5	6	1	1.0	2	2013	7	19	5	13.0	28	1	1	0	706	0.187777778	0.138611111	0.1541666669999999	0.0	0.027222222	0.0	0	0.120833333	1.5	0.24	10.5	0.641379
36565	7807	4	1	3	1	1	1	1.0	2	2013	7	19	5	18.5	22	0	1	1	22105	5.18	1.5463888890000002	0.292222222	1.083333333	0.0	0.0	0	1.3725	3.3	4.04	0.0	0.547662
36571	7808	1	3	4	5	1	1	1.0	2	2013	7	19	5	14.41666667	50	1	1	1	2134	0.596944444	0.185833333	0.021111111	0.0	0.23	0.0	0	0.1397222219999999	1.5	0.41	0.0	0.351889
36576	7810	0	1	4	5	1	1	1.0	2	2013	7	19	5	8.766666667	40	1	0	2	9670	2.4702777780000003	0.781111111	0.376944444	0.55	0.278611111	0.2166666669999999	2	0.473611111	5.7	1.57	0.0	0.345455
36592	7813	1	2	1	3	1	1	1.0	2	2013	7	20	6	14.66666667	37	0	0	1	1068	0.257777778	0.087777778	0.1030555559999999	0.0	0.0375	0.0	0	0.055833333	1.5	0.17	0.0	0.298507
36593	7814	0	0	4	3	1	1	1.0	2	2013	7	20	6	15.0	40	1	1	1	1874	0.464166667	0.1325	0.1722222219999999	0.066666667	0.0	0.0	0	0.1175	1.5	0.33	0.0	0.182033
36597	7814	0	4	4	3	1	1	1.0	2	2013	7	20	6	23.25	40	1	1	1	2625	0.544444444	0.139166667	0.218333333	0.0	0.0777777779999999	0.0	0	0.1	1.5	0.36	0.0	0.3222219999999999
36609	7818	0	0	3	3	1	5	0.0	2	2013	7	20	6	13.5	66	0	1	1	3630	0.944166667	0.305555556	0.048333333	0.0	0.251944444	0.0	0	0.185277778	0.0	0.64	0.0	0.17991
36627	7821	1	0	3	1	2	1	1.0	2	2013	7	20	6	7.0	52	1	0	1	3442	0.791666667	0.2372222219999999	0.305	0.0	0.136111111	0.0	0	0.154722222	1.5	0.46	0.0	0.163375
36672	7830	1	0	3	2	6	3	0.0	2	2013	7	20	6	14.5	14	1	0	0	8047	1.814166667	0.488055556	0.262777778	0.2666666669999999	0.0	0.0	0	0.525833333	0.75	1.31	0.0	0.508716
36674	7831	0	0	4	4	2	5	0.0	2	2013	7	20	6	7.0	25	1	0	1	10055	2.394166667	0.700555556	0.503888889	0.233333333	0.1166666669999999	0.1	1	0.34	0.0	1.49	0.0	0.244281
36698	7834	2	3	3	3	2	3	0.0	2	2013	7	20	6	14.5	14	1	0	1	1812	0.426666667	0.205833333	0.047222222	0.0	0.114166667	0.0	0	0.170555556	0.0	0.34	0.0	0.345277
36719	7838	2	0	4	3	1	1	1.0	2	2013	7	21	7	9.0	38	1	0	1	1889	0.4758333329999999	0.157777778	0.178888889	0.0	0.090833333	0.0	0	0.094444444	1.5	0.31	0.0	0.00294118
36729	7840	1	0	4	3	1	4	1.0	2	2013	7	21	7	9.5	42	0	1	1	4366	1.094722222	0.413611111	0.302777778	0.0	0.31	0.0	0	0.196111111	1.5	0.68	0.0	0.0949008
36764	7844	2	2	4	3	2	5	0.0	2	2013	7	21	7	15.0	9	0	0	1	683	0.181388889	0.099722222	0.090555556	0.0	0.05	0.0	0	0.105277778	0.0	0.23	0.0	0.5461739999999999
36771	7844	3	4	4	3	2	5	0.0	2	2013	7	21	7	21.25	8	0	0	1	8629	2.086944444	0.675277778	0.100277778	0.3833333329999999	0.1166666669999999	0.233333333	2	0.552222222	0.0	1.33	0.0	0.504024
36795	7848	2	1	4	3	1	1	1.0	2	2013	7	21	7	18.0	41	0	0	1	1134	0.305555556	0.0925	0.220277778	0.0	0.053333333	0.0	0	0.123055556	1.5	0.31	0.0	0.480813
36809	7853	1	0	1	1	1	1	1.0	2	2013	7	22	1	6.0	34	0	1	1	1221	0.274444444	0.109444444	0.116944444	0.0	0.055	0.0	0	0.057222222	1.5	0.18	0.0	0.2038829999999999
36834	7860	2	3	2	3	1	3	0.0	2	2013	7	22	1	17.91666667	15	0	0	1	805	0.241388889	0.064166667	0.1472222219999999	0.0	0.053888889	0.0	0	0.065277778	0.0	0.17	0.0	0.0
36840	7862	0	2	4	3	1	5	0.0	2	2013	7	22	1	19.5	68	1	1	2	5161	1.281388889	0.3458333329999999	0.3494444439999999	0.0	0.22	0.066666667	1	0.234166667	0.0	0.83	0.0	0.0960853999999999
36884	7870	1	1	1	1	6	1	1.0	2	2013	7	23	2	18.0	26	1	1	0	1979	0.475277778	0.154444444	0.158611111	0.1	0.0	0.0	0	0.2072222219999999	2.4	0.4	10.5	0.686327
36900	7871	2	4	3	1	2	4	1.0	2	2013	7	23	2	18.08333333	23	1	0	1	5792	1.4075	0.4783333329999999	0.3291666669999999	0.2	0.0	0.0	0	0.4513888889999999	1.15	0.94	0.0	0.243077
36901	7872	0	0	3	3	6	5	0.0	2	2013	7	23	2	11.5	84	1	0	0	2111	0.4708333329999999	0.136111111	0.088888889	0.0	0.215555556	0.0	0	0.135277778	0.0	0.33	0.0	0.193018
36927	7880	0	0	2	1	1	4	1.0	2	2013	7	23	2	7.0	52	1	1	2	6829	1.566944444	0.568888889	0.178611111	0.1166666669999999	0.316666667	0.1	1	0.5	3.1	1.22	10.5	0.755556
36956	7885	2	0	4	2	1	5	0.0	2	2013	7	24	3	8.333333332999999	6	0	0	1	819	0.2575	0.0975	0.139166667	0.0	0.080277778	0.0	0	0.049166667	0.0	0.15	0.0	0.0508475
36991	7892	0	0	3	1	1	1	1.0	2	2013	7	24	3	16.16666667	22	0	1	1	7234	1.7452777780000002	0.505555556	0.129722222	0.033333333	0.533333333	0.106944444	1	0.478611111	3.2	1.28	0.0	0.340685
37005	7895	1	0	3	2	2	3	0.0	2	2013	7	24	3	7.75	15	0	0	1	5110	1.354722222	0.356111111	0.166666667	0.0	0.384166667	0.181666667	1	0.259444444	0.0	0.71	0.0	0.277302
37012	7896	1	0	1	3	1	1	1.0	2	2013	7	24	3	12.5	55	1	1	1	594	0.152777778	0.072777778	0.088888889	0.0	0.044444444	0.0	0	0.059722222	1.5	0.15	0.0	0.0
37019	7897	0	1	4	3	1	5	0.0	2	2013	7	24	3	15.5	61	0	1	2	1101	0.244166667	0.073055556	0.1266666669999999	0.0	0.041111111	0.0	0	0.075833333	0.0	0.23	0.0	0.18315
37025	7897	1	6	4	3	1	5	0.0	2	2013	7	24	3	15.5	60	1	1	2	1101	0.244166667	0.073055556	0.1266666669999999	0.0	0.041111111	0.0	0	0.075833333	0.0	0.23	0.0	0.18315
37037	7899	1	1	3	1	6	1	1.0	2	2013	7	24	3	20.0	30	1	1	0	8144	1.877777778	0.6022222220000001	0.083888889	0.0	0.6727777779999999	0.0	0	0.584722222	1.5	1.39	0.0	0.676485
37041	7900	0	3	2	1	6	1	1.0	2	2013	7	24	3	17.75	42	1	0	0	7579	1.825	0.625	0.1066666669999999	0.2	0.097777778	0.1166666669999999	1	0.6941666670000001	4.4	1.49	10.5	0.8479389999999999
37042	7900	1	0	3	1	6	1	1.0	2	2013	7	24	3	8.5	43	1	1	0	7513	1.779722222	0.6188888889999999	0.201666667	0.2	0.108333333	0.1	1	0.651944444	4.4	1.37	10.5	0.850873
37060	7906	1	1	3	1	1	1	1.0	2	2013	7	24	3	14.5	44	1	1	1	10333	2.5275	0.7819444440000001	0.23	0.3	0.116944444	0.2	2	0.381388889	3.0	1.67	0.0	0.26657
37071	7909	1	2	3	1	1	5	0.0	2	2013	7	24	3	18.0	61	0	1	1	12217	2.9825	0.989166667	0.131944444	0.233333333	0.116111111	0.2166666669999999	2	0.880277778	0.0	2.52	0.0	0.623541
37116	7918	1	0	3	3	1	5	0.0	2	2013	7	25	4	10.0	69	1	0	1	1212	0.300277778	0.135277778	0.118888889	0.0	0.053888889	0.0	0	0.061666667	0.0	0.19	0.0	0.171171
37138	7923	1	2	1	4	6	4	0.5	2	2013	7	25	4	11.08333333	31	0	1	0	1306	0.345	0.167222222	0.083055556	0.166666667	0.0	0.0	0	0.184166667	1.6	0.34	10.5	0.692308
37141	7923	1	5	1	4	6	4	0.5	2	2013	7	25	4	14.41666667	31	0	1	0	1739	0.3938888889999999	0.180277778	0.015833333	0.0	0.1988888889999999	0.0	0	0.175277778	0.75	0.33	10.5	0.652932
37176	7929	1	4	4	1	1	1	1.0	2	2013	7	26	5	17.0	58	1	1	1	8149	2.089444444	0.6808333329999999	0.082222222	0.233333333	0.266944444	0.2666666669999999	2	0.481111111	5.4	1.48	0.0	0.361432
37183	7929	3	2	4	5	1	1	1.0	2	2013	7	26	5	8.366666667	21	0	0	1	6859	1.655833333	0.529166667	0.108333333	0.15	0.320555556	0.2166666669999999	2	0.414722222	4.7	1.19	0.0	0.340924
37193	7933	0	0	2	4	6	1	1.0	2	2013	7	26	5	8.0	21	0	1	0	6829	1.562777778	0.465277778	0.270277778	0.2166666669999999	0.0	0.0	0	0.449722222	3.3	1.27	0.0	0.559605
37216	7938	0	5	4	5	6	1	1.0	2	2013	7	26	5	23.5	41	0	1	0	1777	0.434166667	0.15	0.133333333	0.0	0.078888889	0.0	0	0.1216666669999999	1.5	0.33	0.0	0.356164
37219	7940	1	0	4	3	1	5	0.0	2	2013	7	26	5	12.25	67	1	1	1	7731	1.887777778	0.612777778	0.2875	0.166666667	0.081111111	0.180277778	2	0.248611111	0.0	1.2	0.0	0.27933
37291	7960	0	5	1	5	6	1	1.0	2	2013	7	27	6	19.08333333	30	0	1	0	1008	0.2925	0.111388889	0.234166667	0.0	0.048333333	0.0	0	0.11	1.5	0.25	0.0	0.358586
37293	7960	1	0	1	3	6	1	1.0	2	2013	7	27	6	11.0	32	1	1	0	791	0.265833333	0.113611111	0.196111111	0.05	0.0	0.0	0	0.098611111	1.9	0.24	0.0	0.259155
37298	7961	1	2	3	3	2	4	1.0	2	2013	7	27	6	12.5	30	0	1	1	4590	1.214444444	0.4427777779999999	0.1769444439999999	0.25	0.0	0.0	0	0.435833333	1.6	0.89	0.0	0.648184
37347	7972	2	0	1	3	1	4	0.5	2	2013	7	28	7	8.0	23	1	1	1	3493	0.864166667	0.277222222	0.2119444439999999	0.0	0.163055556	0.0	0	0.18	0.75	0.56	0.0	0.037037
37349	7972	2	2	4	3	1	4	0.5	2	2013	7	28	7	12.5	23	1	1	1	3539	0.8211111109999999	0.2738888889999999	0.1422222219999999	0.0	0.324166667	0.0	0	0.236388889	0.75	0.69	0.0	0.246769
37356	7976	2	0	3	3	6	1	1.0	2	2013	7	28	7	9.75	26	0	1	1	14982	3.478888889	1.3475	0.1744444439999999	0.5166666670000001	0.095833333	0.233333333	2	0.86	4.3	2.62	0.0	0.573966
37371	7981	3	1	1	3	6	5	0.0	2	2013	7	29	1	10.41666667	5	0	0	0	501	0.159722222	0.054722222	0.118333333	0.0	0.025	0.0	0	0.0611111109999999	0.0	0.13	0.0	0.00909091
37373	7982	0	2	3	3	1	5	0.0	2	2013	7	29	1	15.5	73	1	1	2	11230	2.855	0.990833333	0.1938888889999999	0.433333333	0.1166666669999999	0.233333333	2	0.772222222	0.0	2.16	0.0	0.532014
37384	7983	0	6	4	3	1	5	0.0	2	2013	7	29	1	14.03333333	78	0	1	1	2057	0.570555556	0.2022222219999999	0.215555556	0.0	0.111111111	0.0	0	0.1222222219999999	0.0	0.36	0.0	0.236364
37404	7987	0	1	4	2	1	1	1.0	2	2013	7	29	1	9.083333333	60	1	1	1	1817	0.488333333	0.1447222219999999	0.178888889	0.033333333	0.034444444	0.1	1	0.116944444	3.2	0.4	0.0	0.199525
37408	7988	0	0	4	3	1	4	0.0	2	2013	7	29	1	13.0	19	0	0	1	4334	1.117222222	0.3025	0.078333333	0.0	0.427222222	0.115277778	1	0.2188888889999999	0.0	0.75	0.0	0.2182739999999999
37420	7990	0	1	3	4	6	1	1.0	2	2013	7	29	1	23.0	22	0	0	0	12261	2.774444444	1.005	0.314722222	0.5166666670000001	0.0	0.0	0	0.668611111	2.8	2.2	0.0	0.430411
37428	7993	0	0	3	4	6	1	1.0	2	2013	7	29	1	7.0	32	1	1	0	6088	1.439722222	0.469166667	0.209166667	0.2666666669999999	0.0	0.0	0	0.4783333329999999	2.9	1.06	10.5	0.603949
37439	7995	3	1	3	4	6	4	0.5	2	2013	7	29	1	17.5	21	1	1	0	3626	0.8738888890000001	0.289722222	0.219444444	0.2	0.0	0.0	0	0.3275	1.95	0.71	10.5	0.521628
37458	7999	2	1	4	3	2	5	0.0	2	2013	7	30	2	18.01666667	9	1	0	1	942	0.258055556	0.077222222	0.2044444439999999	0.016666667	0.0	0.0	0	0.099444444	0.0	0.23	0.0	0.100559
37522	8011	0	5	1	3	1	5	0.0	2	2013	7	30	2	19.63333333	61	0	1	1	859	0.220277778	0.055277778	0.036944444	0.0	0.0433333329999999	0.0	0	0.060277778	0.0	0.16	0.0	0.0
37543	8017	0	0	1	3	1	1	1.0	2	2013	7	31	3	19.0	41	1	1	2	1256	0.356388889	0.130277778	0.096944444	0.0	0.1	0.0	0	0.1011111109999999	1.5	0.28	0.0	0.214286
37562	8023	0	1	3	3	6	5	0.0	2	2013	7	31	3	9.75	69	0	0	0	4082	1.015555556	0.329722222	0.093055556	0.0	0.338055556	0.0	0	0.258611111	0.0	0.7	0.0	0.2158969999999999
37566	8025	0	3	4	3	1	5	0.0	2	2013	7	31	3	13.0	65	1	1	1	4778	1.2036111109999998	0.369166667	0.238611111	0.0	0.363888889	0.0	0	0.269722222	0.0	0.83	0.0	0.270855
37587	8028	0	1	3	1	6	1	1.0	2	2013	7	31	3	3.0	34	0	1	0	8965	2.228333333	0.8086111109999999	0.222777778	0.0	0.5922222220000001	0.0	0	0.484444444	1.5	1.55	0.0	0.2373849999999999
37611	8034	1	0	4	3	2	5	0.0	2	2013	7	31	3	10.0	67	0	1	1	2075	0.585555556	0.217777778	0.1591666669999999	0.0	0.15	0.0	0	0.1472222219999999	0.0	0.35	0.0	0.173585
37613	8034	2	0	4	3	2	1	1.0	2	2013	7	31	3	10.0	47	1	0	1	2075	0.585555556	0.217777778	0.1591666669999999	0.0	0.15	0.0	0	0.1472222219999999	1.5	0.35	0.0	0.173585
37633	8040	0	3	4	1	1	1	1.0	2	2013	8	1	4	20.25	33	0	1	1	4539	0.990833333	0.327222222	0.120833333	0.083333333	0.0	0.0	0	0.2094444439999999	1.5	0.69	0.0	0.244032
37637	8041	0	0	3	1	1	1	1.0	2	2013	8	1	4	7.566666667000001	42	0	1	2	9298	2.338888889	0.7538888890000001	0.1722222219999999	0.25	0.141666667	0.15	2	0.3883333329999999	3.9	1.54	0.0	0.276109
37644	8041	2	1	4	3	1	5	0.0	2	2013	8	1	4	15.5	6	0	0	2	808	0.220277778	0.056944444	0.095555556	0.0	0.0375	0.0	0	0.056111111	0.0	0.15	0.0	0.217822
37652	8042	0	8	4	1	2	1	1.0	2	2013	8	1	4	17.0	47	1	1	2	1586	0.486944444	0.165	0.256666667	0.0	0.2	0.0	0	0.131666667	1.5	0.29	0.0	0.194093
37664	8045	1	0	3	1	6	1	1.0	2	2013	8	1	4	8.0	40	0	0	0	7907	1.909722222	0.698888889	0.065277778	0.3	0.281111111	0.133333333	1	0.6777777779999999	4.4	1.51	10.5	0.790164
37710	8056	1	8	1	3	6	4	1.0	2	2013	8	2	5	21.41666667	47	0	1	0	536	0.177777778	0.0897222219999999	0.134166667	0.0	0.033333333	0.0	0	0.0433333329999999	1.5	0.11	0.0	0.1602559999999999
37732	8060	0	0	4	1	1	5	0.0	2	2013	8	2	5	7.0	66	0	1	2	1715	0.4563888889999999	0.1425	0.2325	0.1	0.0	0.0	0	0.096944444	0.0	0.3	0.0	0.157593
37758	8065	2	1	4	3	1	1	1.0	2	2013	8	3	6	19.5	22	0	1	2	1478	0.398611111	0.135833333	0.172777778	0.0	0.1	0.0	0	0.121111111	1.5	0.31	0.0	0.2087159999999999
